Month,Year,OIL_COMPANIES,Quantity,last_updated
January,2023,"ONGC-TATIPAKA,ANDHRA PRADESH",6.57,24-06-2023
April,2021,"IOCL-DIGBOI,ASSAM",56,24-06-2023
June,2020,BORL-BINA,387,24-06-2023
June,2020,ONGC TOTAL,634,24-06-2023
June,2020,"HMEL-GGSR, BATHINDA, PUNJAB",785,24-06-2023
July,2020,"IOCL-BONGAIGAON,ASSAM",222,24-06-2023
July,2020,CPCL-TOTAL,724,24-06-2023
July,2020,"BPCL-KOCHI, KERALA",844,24-06-2023
July,2020,"ONGC-TATIPAKA,ANDHRA PRADESH",7,24-06-2023
July,2020,"HPCL-MUMBAI,MAHARASHTRA",637,24-06-2023
July,2020,"HPCL-VISAKH,ANDHRA PRADESH",718,24-06-2023
July,2020,HPCL-TOTAL,2390,24-06-2023
July,2020,"RIL,JAMNAGAR,GUJARAT",2830,24-06-2023
August,2020,"IOCL-BARAUNI,BIHAR",318,24-06-2023
August,2020,"IOCL-GUWAHATI,ASSAM",89,24-06-2023
August,2020,"IOCL-PARADIP,ODISHA",266,24-06-2023
August,2020,"BPCL-KOCHI, KERALA",936,24-06-2023
September,2020,"IOCL-PANIPAT, HARYANA",1025,24-06-2023
September,2020,"BPCL-MUMBAI, MAHARASHTRA",909,24-06-2023
September,2020,BORL-BINA,489,24-06-2023
September,2020,"NRL-NUMALIGARH, ASSAM",198,24-06-2023
April,2022,"IOCL-KOYALI, GUJARAT",1317.97,24-06-2023
April,2022,"IOCL-HALDIA, WEST BENGAL",706.39,24-06-2023
April,2022,"IOCL-GUWAHATI,ASSAM",89.86,24-06-2023
April,2022,IOCL TOTAL,6237.26,24-06-2023
April,2022,"BPCL-KOCHI, KERALA",1314.11,24-06-2023
April,2022,"NRL-NUMALIGARH, ASSAM",270.72,24-06-2023
April,2022,ONGC TOTAL,1487.02,24-06-2023
April,2022,"RIL,JAMNAGAR,GUJARAT",3034.27,24-06-2023
May,2022,"IOCL-MATHURA, UTTAR PRADESH",812.96,24-06-2023
May,2022,"IOCL-PANIPAT, HARYANA",1252.5,24-06-2023
May,2022,"IOCL-PARADIP,ODISHA",1362.51,24-06-2023
May,2022,BORL-BINA,675.73,24-06-2023
May,2022,BPCL-TOTAL,3364.13,24-06-2023
June,2022,"IOCL-HALDIA, WEST BENGAL",678.74,24-06-2023
June,2022,"ONGC-TATIPAKA,ANDHRA PRADESH",6.72,24-06-2023
June,2022,"RIL-(SEZ), JAMNAGAR,GUJARAT",2408.11,24-06-2023
July,2022,"IOCL-BARAUNI,BIHAR",558.62,24-06-2023
November,2021,BPCL-TOTAL,3407,24-06-2023
November,2021,"HMEL-GGSR, BATHINDA, PUNJAB",1080,24-06-2023
November,2021,"RIL,JAMNAGAR,GUJARAT",2997,24-06-2023
November,2021,"NEL-VADINAR,GUJARAT",1688,24-06-2023
November,2021,GRAND TOTAL,21483,24-06-2023
December,2021,"IOCL-KOYALI, GUJARAT",1293,24-06-2023
December,2021,"IOCL-GUWAHATI,ASSAM",84,24-06-2023
December,2021,"IOCL-BONGAIGAON,ASSAM",206,24-06-2023
December,2021,CPCL-TOTAL,840,24-06-2023
December,2021,"NRL-NUMALIGARH, ASSAM",137,24-06-2023
December,2021,"ONGC-TATIPAKA,ANDHRA PRADESH",7,24-06-2023
December,2021,HPCL-TOTAL,2601,24-06-2023
December,2021,"RIL-(SEZ), JAMNAGAR,GUJARAT",2510,24-06-2023
January,2022,"IOCL-BARAUNI,BIHAR",619,24-06-2023
January,2022,IOCL TOTAL,5844,24-06-2023
January,2022,CPCL-TOTAL,915,24-06-2023
January,2022,"NRL-NUMALIGARH, ASSAM",272,24-06-2023
January,2022,"ONGC-TATIPAKA,ANDHRA PRADESH",7,24-06-2023
January,2022,"HMEL-GGSR, BATHINDA, PUNJAB",1100,24-06-2023
January,2021,"IOCL-KOYALI, GUJARAT",1187,24-06-2023
January,2021,"IOCL-HALDIA, WEST BENGAL",723,24-06-2023
January,2021,"IOCL-DIGBOI,ASSAM",58,24-06-2023
January,2021,"IOCL-BONGAIGAON,ASSAM",211,24-06-2023
January,2021,IOCL TOTAL,6278,24-06-2023
January,2021,BORL-BINA,694,24-06-2023
January,2021,RIL TOTAL,5564,24-06-2023
February,2021,"IOCL-BONGAIGAON,ASSAM",196,24-06-2023
February,2021,"IOCL-PARADIP,ODISHA",1164,24-06-2023
February,2021,"BPCL-KOCHI, KERALA",1410,24-06-2023
February,2021,"ONGC-TATIPAKA,ANDHRA PRADESH",7,24-06-2023
February,2021,"MRPL-MANGALORE,KARNATAKA",1297,24-06-2023
February,2021,"RIL,JAMNAGAR,GUJARAT",2664,24-06-2023
March,2021,"IOCL-HALDIA, WEST BENGAL",665,24-06-2023
March,2021,"IOCL-MATHURA, UTTAR PRADESH",853,24-06-2023
March,2021,"IOCL-GUWAHATI,ASSAM",89,24-06-2023
March,2021,"IOCL-PARADIP,ODISHA",1362,24-06-2023
March,2021,"MRPL-MANGALORE,KARNATAKA",1361,24-06-2023
March,2021,"HPCL-MUMBAI,MAHARASHTRA",715,24-06-2023
March,2021,HPCL-TOTAL,2606,24-06-2023
March,2021,GRAND TOTAL,20985,24-06-2023
April,2021,BORL-BINA,648,24-06-2023
May,2021,CPCL-TOTAL,629,24-06-2023
May,2021,"BPCL-MUMBAI, MAHARASHTRA",1172,24-06-2023
May,2021,"BPCL-KOCHI, KERALA",910,24-06-2023
May,2021,BPCL-TOTAL,2601,24-06-2023
May,2021,"NRL-NUMALIGARH, ASSAM",226,24-06-2023
May,2021,"MRPL-MANGALORE,KARNATAKA",961,24-06-2023
May,2021,ONGC TOTAL,968,24-06-2023
June,2021,"IOCL-DIGBOI,ASSAM",59,24-06-2023
June,2021,"IOCL-BONGAIGAON,ASSAM",233,24-06-2023
June,2021,"IOCL-PARADIP,ODISHA",1034,24-06-2023
June,2021,CPCL-TOTAL,646,24-06-2023
June,2021,BPCL-TOTAL,2471,24-06-2023
June,2021,ONGC TOTAL,1015,24-06-2023
June,2021,"HPCL-VISAKH,ANDHRA PRADESH",481,24-06-2023
July,2021,"IOCL-KOYALI, GUJARAT",1102,24-06-2023
July,2021,"IOCL-HALDIA, WEST BENGAL",644,24-06-2023
July,2021,"IOCL-PANIPAT, HARYANA",1343,24-06-2023
July,2021,"HPCL-VISAKH,ANDHRA PRADESH",480,24-06-2023
February,2022,HPCL-TOTAL,2519,24-06-2023
February,2022,GRAND TOTAL,20443,24-06-2023
March,2022,"IOCL-BARAUNI,BIHAR",596,24-06-2023
March,2022,BPCL-TOTAL,3493,24-06-2023
March,2022,"HPCL-MUMBAI,MAHARASHTRA",711,24-06-2023
April,2020,"IOCL-BARAUNI,BIHAR",247,24-06-2023
April,2020,"IOCL-MATHURA, UTTAR PRADESH",506,24-06-2023
April,2020,"IOCL-DIGBOI,ASSAM",54,24-06-2023
April,2020,"IOCL-BONGAIGAON,ASSAM",174,24-06-2023
April,2020,"MRPL-MANGALORE,KARNATAKA",671,24-06-2023
April,2020,"HPCL-VISAKH,ANDHRA PRADESH",774,24-06-2023
April,2020,"RIL,JAMNAGAR,GUJARAT",2792,24-06-2023
April,2020,GRAND TOTAL,14745,24-06-2023
May,2020,"IOCL-HALDIA, WEST BENGAL",319,24-06-2023
May,2020,CPCL-TOTAL,441,24-06-2023
May,2020,BORL-BINA,440,24-06-2023
